Crop,State,Season,Area,Cost_of_Cultivation,Cost_of_Production,Annual_Rainfall,Temperature,Yield,Production
Cotton,Rajasthan,Kharif,439.49,61379.41,45842.83,829.34,36.79,723.42,317.94
Groundnut,Tamil Nadu,Rabi,718.08,55855.18,34365.25,675.91,21.86,1368.44,982.65
Groundnut,Uttar Pradesh,Kharif,14.7,23437.97,17023.95,416.45,27.77,1546.61,22.74
Jowar,Haryana,Rabi,739.12,36828.84,25002.26,938.35,27.44,1320.82,976.24
Jowar,Madhya Pradesh,Zaid,398.8,16054.51,13353.33,590.61,16.1,1326.17,528.88
Wheat,Maharashtra,Zaid,244.22,23391.58,20064.28,1094.82,25.11,3807.47,929.86
Soybean,Punjab,Rabi,860.32,52834.43,46580.15,1527.93,19.76,1675.19,1441.2
Barley,Karnataka,Zaid,562.86,59163.15,43079.04,697.02,39.86,2605.71,1466.65
Sunflower,Uttar Pradesh,Kharif,688.53,31217.61,27284.94,768.45,35.02,1238.41,852.68
Sunflower,Haryana,Zaid,483.85,42557.61,29641.32,524.68,24.41,1144.71,553.87
Cotton,Andhra Pradesh,Zaid,530.99,47440.89,31319.76,788.46,19.05,713.21,378.71
Cotton,Madhya Pradesh,Rabi,373.69,64616.72,56554.94,1882.13,21.76,1228.9,459.23
Barley,Rajasthan,Zaid,359.48,48013.92,30508.83,395.67,25.3,2057.08,739.48
Maize,Uttar Pradesh,Rabi,698.23,36337.37,23545.67,976.85,29.5,2688.32,1877.07
Soybean,Maharashtra,Rabi,326.04,54690.67,34039.39,1854.55,15.52,1913.0,623.71
Maize,Punjab,Rabi,275.15,21017.0,16770.44,842.43,34.18,2488.35,684.67
Jowar,Uttar Pradesh,Zaid,231.33,55892.64,42455.85,1675.36,34.52,1742.33,403.05
Groundnut,Punjab,Rabi,352.76,45520.04,29879.92,1761.43,21.44,1878.77,662.75
Sunflower,Rajasthan,Kharif,479.25,15958.68,13088.81,425.09,30.73,1045.56,501.08
Jowar,Haryana,Kharif,261.0,23960.41,16797.34,1242.99,29.38,1553.1,405.36
Sugarcane,Uttar Pradesh,Zaid,469.92,58061.38,47835.4,1327.84,32.16,58193.66,27346.36
Jowar,Tamil Nadu,Rabi,307.14,16982.06,14941.39,886.81,17.66,1443.74,443.43
Maize,Rajasthan,Zaid,222.04,29821.95,20064.64,1985.84,19.94,3083.95,684.76
Soybean,Gujarat,Zaid,947.5,63651.46,42287.93,1377.89,34.02,1676.36,1588.35
Sugarcane,Andhra Pradesh,Zaid,477.1,60244.99,41051.4,614.85,32.03,73522.18,35077.43
Soybean,Karnataka,Zaid,107.01,64829.4,39699.91,1033.81,16.31,1814.28,194.15
Wheat,Maharashtra,Kharif,89.66,26613.69,19977.29,334.02,21.32,3106.94,278.57
Barley,Maharashtra,Rabi,869.02,66372.01,46343.07,530.92,20.92,2535.68,2203.56
Barley,Madhya Pradesh,Rabi,675.97,45793.57,38324.73,1555.97,30.63,3091.65,2089.86
Sugarcane,Madhya Pradesh,Rabi,32.55,19576.1,13468.73,1792.27,34.12,67917.17,2210.7
Barley,Uttar Pradesh,Rabi,364.73,34415.26,27219.44,1577.16,31.96,3112.95,1135.39
Sugarcane,Uttar Pradesh,Rabi,575.08,36890.35,26166.91,320.61,21.23,55847.0,32116.49
Rice,Karnataka,Rabi,916.46,17751.22,11477.64,1641.71,23.96,2890.57,2649.09
Jowar,Karnataka,Zaid,115.84,37374.51,31932.46,925.02,29.78,1466.59,169.89
Wheat,Andhra Pradesh,Kharif,972.91,18065.45,13949.93,1767.15,27.03,3982.78,3874.89
Soybean,Tamil Nadu,Kharif,849.11,43687.97,38444.67,1670.23,32.32,1760.46,1494.82
Barley,Karnataka,Rabi,335.42,16897.71,11599.22,1606.36,20.13,3319.63,1113.47
Groundnut,Haryana,Kharif,496.56,38010.61,31684.47,1548.49,29.36,2098.02,1041.79
Sunflower,Haryana,Rabi,365.77,66488.05,40987.99,1444.77,37.28,1442.36,527.57
Soybean,Madhya Pradesh,Rabi,801.85,56155.23,47070.34,1947.17,29.33,2016.58,1616.99
Jowar,Gujarat,Kharif,742.86,37786.96,28040.6,999.13,38.25,1400.61,1040.46
Barley,Tamil Nadu,Rabi,30.91,33048.09,28833.03,464.82,30.16,2543.61,78.62
Barley,Rajasthan,Rabi,264.33,67131.03,47672.42,1843.06,22.62,3094.36,817.93
Rice,Gujarat,Rabi,234.69,46841.54,37199.22,1467.71,34.41,2847.85,668.36
Sugarcane,Punjab,Kharif,981.59,64397.93,57043.66,956.43,34.67,60654.11,59537.47
Rice,Madhya Pradesh,Kharif,289.71,28942.56,20238.55,758.65,27.79,2567.1,743.71
Wheat,Gujarat,Zaid,928.14,44164.48,31183.54,1655.16,26.07,4196.83,3895.25
Soybean,Karnataka,Kharif,234.41,47344.74,36512.59,1123.25,28.75,1463.75,343.12
Groundnut,Karnataka,Kharif,599.92,24766.46,17116.59,872.55,29.2,1665.22,999.0
Wheat,Uttar Pradesh,Rabi,830.26,67283.65,53172.64,901.64,30.08,3564.1,2959.13
Groundnut,Andhra Pradesh,Kharif,870.47,45702.75,31874.91,798.76,15.84,1483.06,1290.96
Rice,Rajasthan,Zaid,818.83,21853.78,18735.18,1825.77,38.67,3359.87,2751.16
Cotton,Madhya Pradesh,Zaid,373.95,33310.17,21746.42,1332.35,26.92,1106.03,413.6
Barley,Tamil Nadu,Kharif,927.85,33296.11,25004.14,323.94,15.17,2660.19,2468.26
Groundnut,Karnataka,Kharif,966.07,48225.99,39775.39,1891.79,29.79,1922.77,1857.53
Groundnut,Gujarat,Kharif,984.88,63280.79,54961.38,1420.72,23.62,1899.82,1871.09
Cotton,Punjab,Rabi,866.83,43557.47,39113.21,319.67,22.49,497.22,431.01
Sunflower,Uttar Pradesh,Zaid,757.27,69186.4,58322.33,1082.35,37.59,1507.3,1141.43
Cotton,Maharashtra,Rabi,341.35,25325.04,21434.1,1855.08,28.42,1299.76,443.67
Wheat,Madhya Pradesh,Zaid,148.56,50960.65,40990.85,1578.66,27.59,3899.88,579.37
Soybean,Uttar Pradesh,Kharif,807.47,49957.64,34526.54,1971.01,21.85,1955.85,1579.29
Maize,Punjab,Rabi,588.64,45632.37,36357.08,1144.94,15.8,2203.25,1296.92
Groundnut,Punjab,Rabi,63.56,20932.07,16642.57,831.23,23.7,1623.74,103.2
Sugarcane,Punjab,Zaid,589.32,54644.9,36741.16,585.84,39.3,65108.99,38370.03
Wheat,Madhya Pradesh,Kharif,408.29,26620.68,19825.8,879.87,28.54,3826.75,1562.42
Rice,Uttar Pradesh,Rabi,704.57,42066.42,26429.19,591.88,17.56,2728.94,1922.73
Groundnut,Karnataka,Zaid,990.38,52566.01,41687.86,325.86,36.53,1282.07,1269.74
Sunflower,Tamil Nadu,Kharif,681.99,69642.59,46639.69,1360.71,26.51,1421.94,969.75
Sugarcane,Maharashtra,Kharif,119.67,50700.05,39046.59,1240.83,15.8,70718.44,8462.88
Sugarcane,Haryana,Zaid,854.82,61479.49,45745.43,601.63,26.94,64801.98,55394.03
Sugarcane,Madhya Pradesh,Kharif,258.03,35143.26,25663.58,522.91,26.38,68201.31,17597.98
Maize,Tamil Nadu,Zaid,34.13,52093.79,37579.51,1057.31,36.84,2512.12,85.74
Barley,Haryana,Zaid,227.88,41159.13,29935.81,1762.63,28.55,3124.03,711.9
Groundnut,Madhya Pradesh,Rabi,679.48,40877.54,29283.43,939.13,31.0,1819.53,1236.33
Sugarcane,Uttar Pradesh,Zaid,97.0,15738.26,11439.46,618.94,15.54,78298.84,7594.99
Sugarcane,Karnataka,Zaid,743.76,69219.38,55386.38,716.23,32.91,66668.02,49585.01
Maize,Madhya Pradesh,Zaid,321.8,23779.65,15731.54,1640.54,19.18,2788.52,897.35
Soybean,Punjab,Rabi,681.09,64348.38,55806.01,1960.03,32.51,1919.62,1307.43
Cotton,Maharashtra,Kharif,705.53,31036.77,21256.6,705.09,36.88,755.47,533.01
Wheat,Gujarat,Kharif,790.51,25655.64,17408.02,1171.4,23.27,3924.67,3102.49
Maize,Tamil Nadu,Kharif,84.3,34087.59,24738.13,328.77,24.12,2105.7,177.51
Sugarcane,Uttar Pradesh,Rabi,510.18,22136.92,18263.37,468.69,35.98,53621.74,27356.74
Wheat,Haryana,Kharif,253.29,17226.83,12418.25,1889.87,15.29,4023.47,1019.1
Soybean,Punjab,Kharif,680.27,51799.4,45723.35,1699.25,16.05,2136.06,1453.1
Cotton,Gujarat,Rabi,310.49,39823.52,28484.1,1034.97,39.48,992.38,308.12
Jowar,Karnataka,Kharif,800.51,47174.55,42414.95,1074.97,33.72,1357.89,1087.0
Barley,Punjab,Kharif,713.36,24021.69,21298.96,1435.22,16.48,3262.11,2327.06
Groundnut,Haryana,Kharif,978.28,63075.71,44640.02,377.33,36.14,1302.11,1273.83
Sunflower,Uttar Pradesh,Rabi,997.92,29222.13,23882.12,1843.66,20.89,1738.82,1735.2
Wheat,Gujarat,Kharif,953.46,17944.96,14585.33,1204.59,26.95,3847.76,3668.69
Cotton,Punjab,Zaid,423.05,59028.33,39911.37,1018.21,34.66,814.56,344.6
Sugarcane,Karnataka,Rabi,712.21,46897.91,29390.96,1479.79,19.16,71643.66,51025.33
Barley,Haryana,Rabi,417.34,34275.86,29396.49,515.13,29.14,2693.64,1124.16
Rice,Haryana,Rabi,927.46,43654.53,32578.48,1283.16,32.23,2586.64,2399.01
Sunflower,Gujarat,Kharif,72.81,58240.05,41530.11,470.62,30.84,976.46,71.1
Groundnut,Karnataka,Zaid,904.52,42677.56,31557.29,1995.77,27.34,2247.07,2032.52
Wheat,Maharashtra,Rabi,795.56,17729.35,15185.66,1418.88,25.86,3689.03,2934.84
Cotton,Andhra Pradesh,Kharif,497.39,59513.86,44109.37,1913.26,36.19,1298.83,646.03
Maize,Gujarat,Kharif,647.89,42645.19,31879.13,592.04,21.97,2131.04,1380.68
Wheat,Haryana,Zaid,568.06,17308.38,11302.84,1770.49,29.07,3812.17,2165.54
Rice,Maharashtra,Kharif,697.95,19522.83,14163.41,1250.81,19.69,3263.15,2277.52
Cotton,Gujarat,Rabi,840.53,32798.52,27931.13,476.08,35.94,572.46,481.17
Sugarcane,Gujarat,Rabi,472.2,64933.98,46035.38,788.16,27.52,51974.12,24542.18
Jowar,Tamil Nadu,Zaid,853.06,68507.11,46584.62,1517.36,24.86,1516.66,1293.8
Sunflower,Gujarat,Zaid,993.78,55089.62,48795.49,1719.45,37.57,1633.9,1623.74
Groundnut,Tamil Nadu,Kharif,168.63,38354.71,28316.96,334.84,15.42,1451.34,244.74
Sunflower,Tamil Nadu,Zaid,369.2,38317.59,27134.98,1657.44,28.1,1753.04,647.22
Sunflower,Gujarat,Zaid,208.76,40397.37,35271.1,855.46,27.47,1267.55,264.61
Sugarcane,Gujarat,Zaid,747.87,28878.37,20919.76,439.98,30.16,66096.6,49431.66
Wheat,Rajasthan,Zaid,9.5,27950.93,17925.45,1340.68,19.16,4131.55,39.25
Wheat,Tamil Nadu,Zaid,35.55,17048.96,10364.13,1556.51,22.95,3745.99,133.17
Barley,Andhra Pradesh,Kharif,713.17,30042.66,19121.44,1245.3,23.17,3292.44,2348.07
Barley,Andhra Pradesh,Kharif,494.38,49115.33,37487.77,1557.65,32.65,3554.37,1757.21
Groundnut,Maharashtra,Zaid,127.0,60465.3,51965.5,1057.28,32.85,1652.98,209.93
Cotton,Tamil Nadu,Kharif,574.16,61941.44,44563.55,814.05,34.89,737.64,423.52
Groundnut,Maharashtra,Kharif,767.39,64795.53,46836.88,1920.22,36.64,2090.34,1604.11
Groundnut,Uttar Pradesh,Kharif,382.29,44897.67,33242.04,516.4,31.24,1345.71,514.45
Wheat,Punjab,Zaid,971.31,21482.31,19065.02,454.72,20.78,3078.88,2990.55
Barley,Gujarat,Kharif,544.16,36551.37,25330.54,727.63,23.59,2362.31,1285.47
Sugarcane,Karnataka,Rabi,449.54,50904.74,43617.41,788.12,19.59,64132.87,28830.29
Soybean,Madhya Pradesh,Kharif,10.36,52282.77,38853.84,573.78,23.03,1328.55,13.76
Groundnut,Maharashtra,Zaid,593.89,50178.94,37567.3,330.39,23.37,1228.13,729.37
Sugarcane,Maharashtra,Rabi,57.18,46009.19,30512.81,1913.04,23.39,69421.99,3969.55
Groundnut,Andhra Pradesh,Kharif,890.91,29102.31,25585.1,1310.01,35.03,1769.69,1576.63
Barley,Madhya Pradesh,Rabi,173.2,34670.23,23826.19,1345.11,37.57,3027.64,524.39
Groundnut,Tamil Nadu,Rabi,208.72,43857.86,33618.14,1562.18,20.5,1930.14,402.86
Cotton,Haryana,Kharif,444.22,56530.17,46651.15,751.43,29.3,709.91,315.36
Jowar,Tamil Nadu,Rabi,687.66,40865.87,30144.39,1972.19,24.81,1946.39,1338.45
Soybean,Rajasthan,Zaid,894.8,42319.81,33009.64,607.39,28.52,1423.27,1273.54
Jowar,Rajasthan,Rabi,730.38,43186.11,35137.75,1018.57,31.29,1284.97,938.52
Jowar,Madhya Pradesh,Rabi,704.73,20455.7,17851.0,665.54,20.11,1284.41,905.16
Sugarcane,Andhra Pradesh,Zaid,598.0,15817.79,11165.2,543.2,38.12,67350.1,40275.36
Groundnut,Haryana,Rabi,226.49,61569.71,42641.33,1986.22,15.97,2030.14,459.81
Soybean,Karnataka,Kharif,71.92,16785.31,13820.47,526.7,18.32,1280.49,92.09
Sugarcane,Haryana,Zaid,166.17,69012.45,43400.13,1301.66,30.66,78780.54,13090.96
Sunflower,Haryana,Zaid,317.09,56236.41,36040.54,1826.4,21.06,1743.86,552.96
Barley,Maharashtra,Zaid,366.09,67228.12,46973.85,461.28,39.92,2662.2,974.6
Sunflower,Punjab,Zaid,980.92,45405.67,27584.15,1326.59,18.63,1431.34,1404.03
Wheat,Gujarat,Kharif,210.33,57688.35,43031.05,682.08,19.88,3473.89,730.66
Jowar,Madhya Pradesh,Kharif,656.64,16015.15,13605.93,596.99,27.89,1161.63,762.77
Groundnut,Rajasthan,Rabi,557.99,50823.49,32843.29,1399.11,19.57,1704.53,951.11
Rice,Madhya Pradesh,Kharif,408.16,53776.9,35926.26,1651.99,30.77,3184.98,1299.98
Rice,Karnataka,Kharif,948.34,27364.71,24625.25,1142.75,34.29,2911.31,2760.91
Sugarcane,Rajasthan,Rabi,959.06,42632.15,37307.12,1501.5,33.06,57788.52,55422.66
Jowar,Rajasthan,Rabi,232.65,64361.56,55276.06,1165.44,25.83,1543.51,359.1
Rice,Karnataka,Rabi,341.21,37466.81,26399.52,1598.2,17.42,2732.22,932.26
Jowar,Karnataka,Rabi,525.92,67094.31,52236.95,1418.4,16.6,1476.23,776.38
Maize,Haryana,Kharif,321.58,34601.03,23419.54,732.84,38.72,2124.9,683.33
Maize,Karnataka,Rabi,494.3,18036.97,15987.81,518.58,32.44,2131.54,1053.62
Barley,Tamil Nadu,Kharif,969.26,25980.68,16055.08,1934.83,28.72,3316.9,3214.94
Barley,Andhra Pradesh,Rabi,398.51,57458.04,35137.18,982.87,34.98,3426.11,1365.34
Groundnut,Maharashtra,Zaid,677.16,52127.56,46588.02,1510.32,27.33,1998.23,1353.12
Cotton,Madhya Pradesh,Kharif,280.95,45623.91,37074.84,528.53,35.35,647.68,181.97
Rice,Gujarat,Kharif,432.73,59922.22,39481.92,648.59,31.14,2432.91,1052.79
Sunflower,Haryana,Rabi,727.09,69963.15,62762.52,1565.37,33.49,1603.4,1165.82
Maize,Tamil Nadu,Rabi,932.2,35599.49,22222.4,958.39,30.01,2306.02,2149.67
Sunflower,Uttar Pradesh,Zaid,55.96,30649.73,25922.6,435.82,36.39,1171.16,65.54
Rice,Gujarat,Kharif,494.87,22259.06,19738.2,1660.61,31.7,2638.4,1305.67
Jowar,Andhra Pradesh,Rabi,300.32,23820.58,18920.11,1880.02,18.84,1817.2,545.74
Sunflower,Gujarat,Zaid,254.29,49098.15,37348.2,402.37,17.04,888.05,225.82
Wheat,Haryana,Zaid,25.86,56258.27,37379.46,1718.61,25.51,4163.6,107.67
Sugarcane,Andhra Pradesh,Zaid,209.28,57633.03,42067.74,626.47,37.61,66570.83,13931.94
Jowar,Maharashtra,Kharif,622.5,51392.13,35630.81,844.02,23.49,1231.2,766.42
Maize,Rajasthan,Zaid,981.69,34253.92,23229.87,1229.76,19.68,2579.01,2531.79
Barley,Uttar Pradesh,Kharif,403.87,53631.79,41142.01,1750.03,22.88,2738.92,1106.17
Jowar,Haryana,Rabi,93.01,54692.86,35120.98,961.96,25.29,1596.3,148.47
Rice,Madhya Pradesh,Rabi,448.4,66563.93,54648.79,1078.47,29.23,2781.32,1247.14
Jowar,Madhya Pradesh,Zaid,43.49,62853.04,50503.55,1422.91,30.37,1693.83,73.66
Barley,Maharashtra,Kharif,870.48,34769.48,30528.03,1487.72,21.43,3380.35,2942.53
Rice,Rajasthan,Zaid,315.13,17879.18,15815.87,1390.53,36.92,3403.78,1072.63
Maize,Haryana,Kharif,92.55,28237.0,24372.7,971.93,26.66,2443.26,226.12
Jowar,Andhra Pradesh,Rabi,50.99,51621.72,32083.1,1500.56,15.85,1705.13,86.94
Sugarcane,Punjab,Zaid,469.43,60712.0,36709.19,763.96,15.06,75608.72,35493.0
Groundnut,Tamil Nadu,Rabi,255.0,65828.14,54808.16,1276.53,32.39,1636.08,417.2
Sunflower,Gujarat,Rabi,461.41,32114.18,23992.74,1613.67,19.21,1711.25,789.59
Rice,Karnataka,Rabi,132.58,47751.35,35087.83,1017.9,21.31,2793.38,370.35
Wheat,Madhya Pradesh,Kharif,755.1,19893.65,17076.21,1682.28,15.84,3937.94,2973.54
Rice,Karnataka,Zaid,963.57,39404.34,33041.57,322.56,28.7,1820.57,1754.25
Soybean,Uttar Pradesh,Kharif,442.13,42850.43,30606.59,1047.96,26.76,1499.68,663.05
Soybean,Madhya Pradesh,Kharif,952.83,58700.38,35924.86,864.93,26.76,1441.41,1373.42
Maize,Madhya Pradesh,Rabi,826.36,55223.98,49524.86,763.33,36.87,2140.0,1768.41
Groundnut,Uttar Pradesh,Zaid,410.18,49874.24,30285.31,1826.2,27.99,2165.66,888.31
Jowar,Punjab,Zaid,433.91,46323.15,39976.03,1877.97,28.22,1760.7,763.99
Sugarcane,Karnataka,Zaid,368.59,50543.89,30853.26,1811.1,31.04,75999.84,28012.78
Barley,Punjab,Rabi,508.59,37578.42,32311.38,1562.11,38.72,3068.08,1560.39
Cotton,Haryana,Rabi,900.03,52849.59,47342.26,1603.92,38.55,1172.78,1055.54
Rice,Karnataka,Zaid,670.92,40810.53,28731.76,1766.09,36.36,3015.34,2023.05
Wheat,Uttar Pradesh,Zaid,178.89,56628.6,34786.08,1930.52,16.8,3866.49,691.68
Soybean,Uttar Pradesh,Rabi,329.43,44367.61,27441.55,654.87,27.15,1359.83,447.97
Jowar,Rajasthan,Rabi,554.74,48012.02,42879.12,1391.62,15.77,1558.75,864.7
Maize,Gujarat,Kharif,569.28,36042.39,25148.54,703.94,28.39,2327.77,1325.15
Jowar,Rajasthan,Rabi,153.88,26371.07,20740.55,517.99,21.63,1207.56,185.82
Sugarcane,Karnataka,Zaid,783.75,31601.15,23818.73,1355.64,35.49,65465.39,51308.5
Sunflower,Gujarat,Kharif,25.3,36107.57,23197.84,1507.66,31.53,1565.35,39.6
Cotton,Andhra Pradesh,Kharif,249.12,38772.49,31032.73,1030.01,26.03,880.69,219.4
Jowar,Andhra Pradesh,Rabi,696.7,29913.27,20610.64,1731.36,15.26,1692.85,1179.41
Soybean,Rajasthan,Zaid,609.89,21082.25,16619.56,617.47,27.76,1482.95,904.44
Wheat,Uttar Pradesh,Rabi,231.35,63083.85,41086.72,1023.98,19.68,3511.19,812.31
Groundnut,Karnataka,Kharif,348.4,34057.55,26520.76,1950.66,39.58,2126.04,740.71
Barley,Gujarat,Kharif,34.53,60158.97,45946.88,874.84,21.27,2931.88,101.24
Sugarcane,Andhra Pradesh,Zaid,324.19,50009.17,43231.09,1205.91,33.98,70262.52,22778.41
Soybean,Andhra Pradesh,Zaid,300.38,30490.92,23821.7,1688.47,34.03,2012.17,604.42
Wheat,Uttar Pradesh,Rabi,965.81,15452.99,13350.09,639.54,38.68,3160.16,3052.11
Groundnut,Uttar Pradesh,Rabi,904.7,41130.1,27441.24,1750.35,21.35,1758.87,1591.25
Barley,Gujarat,Kharif,309.14,37559.01,26452.8,497.88,15.97,2779.98,859.4
Sugarcane,Gujarat,Rabi,945.03,69321.91,51438.97,1664.17,33.42,74331.63,70245.62
Cotton,Madhya Pradesh,Rabi,142.98,61106.18,50068.21,1429.37,18.27,1098.56,157.07
Rice,Haryana,Zaid,232.29,17568.38,15522.66,833.35,26.06,2722.51,632.41
Maize,Punjab,Rabi,68.81,60451.93,41021.4,1471.05,38.09,2622.33,180.44
Jowar,Madhya Pradesh,Rabi,178.64,62255.02,44889.41,977.52,19.25,1111.58,198.57
Groundnut,Maharashtra,Zaid,951.63,67046.99,43142.7,601.43,36.57,1446.67,1376.69
Sunflower,Andhra Pradesh,Zaid,782.14,68238.32,47495.0,363.21,24.02,806.07,630.46
Sugarcane,Tamil Nadu,Zaid,244.47,55095.74,39994.09,1968.34,23.74,70660.67,17274.41
Jowar,Maharashtra,Kharif,191.16,63563.65,51639.33,1776.39,24.59,1650.51,315.51
Rice,Rajasthan,Rabi,19.04,54858.74,38671.67,832.65,29.95,2582.6,49.17
Wheat,Uttar Pradesh,Kharif,170.21,50888.98,39877.82,1639.37,21.35,3803.71,647.43
Jowar,Uttar Pradesh,Zaid,323.15,45001.85,28989.39,1069.36,37.03,1505.83,486.61
Cotton,Rajasthan,Kharif,488.96,63948.0,54586.09,804.81,34.79,712.29,348.28
Groundnut,Madhya Pradesh,Rabi,99.22,37875.41,26195.18,1873.43,24.39,2083.6,206.73
Cotton,Rajasthan,Kharif,941.93,44154.87,37505.02,920.58,17.51,894.34,842.41
Sugarcane,Maharashtra,Kharif,475.56,25604.1,20181.48,1965.01,26.61,66145.95,31456.37
Wheat,Maharashtra,Rabi,785.91,31294.07,23893.1,680.63,26.1,3795.28,2982.75
Sunflower,Madhya Pradesh,Zaid,896.08,37804.1,22883.25,1765.02,19.36,1682.65,1507.79
Cotton,Maharashtra,Rabi,101.14,38303.12,26511.31,1838.65,36.73,1295.83,131.06
Sugarcane,Andhra Pradesh,Kharif,392.76,30362.5,26701.48,1461.67,21.56,72031.79,28291.21
Jowar,Maharashtra,Zaid,154.84,60252.98,45918.09,679.06,25.18,1207.71,187.0
Rice,Andhra Pradesh,Rabi,575.3,21334.02,15474.49,747.19,16.78,2747.32,1580.53
Wheat,Maharashtra,Zaid,401.2,56861.08,42347.94,1898.54,22.34,3968.61,1592.21
Wheat,Karnataka,Zaid,546.25,45086.55,27773.41,977.62,21.77,3604.31,1968.85
Sugarcane,Tamil Nadu,Rabi,840.62,63585.26,41210.76,877.27,23.38,70145.62,58965.81
Soybean,Haryana,Rabi,854.89,35986.59,29581.37,1367.09,24.39,1759.25,1503.97
Rice,Rajasthan,Zaid,18.37,26892.81,16696.24,1269.66,33.91,2617.52,48.08
Sunflower,Madhya Pradesh,Zaid,963.86,26003.67,16345.28,502.98,34.58,991.54,955.71
Jowar,Maharashtra,Rabi,547.01,55897.42,39224.46,1068.45,17.55,1310.47,716.84
Jowar,Punjab,Rabi,612.99,17365.12,11053.42,1770.82,29.16,1875.94,1149.93
Sugarcane,Andhra Pradesh,Kharif,565.03,62351.18,52779.9,507.89,36.21,68322.14,38604.06
Barley,Gujarat,Zaid,123.28,19655.34,12067.37,488.63,23.59,2304.06,284.04
Cotton,Rajasthan,Zaid,443.92,19786.85,13573.74,1628.53,18.79,1241.68,551.21
Barley,Haryana,Rabi,680.0,59606.19,37712.33,726.24,37.36,2857.4,1943.03
Sugarcane,Maharashtra,Zaid,678.87,41004.25,35670.74,871.47,22.36,74266.14,50417.05
Sugarcane,Maharashtra,Zaid,515.22,22190.41,14746.0,1415.59,24.63,62538.37,32221.02
Barley,Karnataka,Zaid,167.52,16836.63,12050.23,1836.05,20.97,3572.35,598.44
Cotton,Gujarat,Zaid,217.85,66084.22,45736.89,977.29,32.49,846.02,184.31
Barley,Maharashtra,Zaid,602.05,46514.65,34305.16,770.98,26.6,2555.91,1538.79
Wheat,Madhya Pradesh,Rabi,78.06,22979.92,18608.06,338.24,36.41,3545.35,276.75
Jowar,Punjab,Kharif,986.19,60161.8,43947.84,1536.4,21.74,1669.47,1646.41
Soybean,Andhra Pradesh,Rabi,403.27,15909.54,13434.61,910.63,29.51,1550.7,625.35
Rice,Rajasthan,Zaid,372.17,31434.17,26955.02,1997.64,30.74,3331.0,1239.7
Barley,Rajasthan,Rabi,574.48,60818.13,49045.82,335.98,23.42,2347.6,1348.65
Rice,Haryana,Rabi,220.19,32026.31,25142.74,1207.97,20.46,2619.41,576.77
Wheat,Haryana,Rabi,198.76,56172.14,38459.3,1681.94,17.96,3713.98,738.19
Jowar,Gujarat,Kharif,570.96,57468.39,50480.38,743.92,23.37,1229.41,701.94
Maize,Maharashtra,Zaid,901.44,19943.31,12755.32,1142.37,17.67,2343.16,2112.22
Wheat,Maharashtra,Rabi,70.25,29073.56,19160.74,327.02,28.42,3077.29,216.18
Wheat,Gujarat,Kharif,403.05,19177.82,15507.61,729.66,22.79,4284.67,1726.94
Wheat,Karnataka,Zaid,193.79,60217.66,46280.6,749.6,18.25,3276.38,634.93
Soybean,Maharashtra,Zaid,307.12,41137.51,30228.06,1504.58,30.59,1918.28,589.14
Maize,Punjab,Kharif,310.85,69693.71,42617.16,575.86,37.31,2330.39,724.4
Soybean,Andhra Pradesh,Kharif,533.57,62189.74,51059.34,666.54,24.98,1460.79,779.43
Groundnut,Haryana,Kharif,517.53,19091.87,16132.11,1776.46,30.99,2054.26,1063.14
Barley,Uttar Pradesh,Kharif,706.83,64116.65,56855.98,1174.35,34.96,2769.83,1957.8
Soybean,Gujarat,Kharif,715.0,55045.75,44034.48,1780.38,36.75,1760.3,1258.61
Barley,Punjab,Kharif,670.37,55302.29,42926.32,1064.3,33.98,2869.3,1923.49
Sugarcane,Punjab,Kharif,290.92,30280.07,24229.07,1822.95,29.45,62623.44,18218.41
Maize,Madhya Pradesh,Zaid,105.78,68101.71,60083.35,629.68,19.04,2197.99,232.5
Sunflower,Gujarat,Kharif,773.42,46375.19,29110.95,1031.32,29.67,1177.58,910.76
Soybean,Andhra Pradesh,Kharif,806.05,22184.35,14922.76,713.68,36.94,1477.64,1191.05
Jowar,Haryana,Rabi,839.17,55683.67,47955.77,1377.85,36.09,1468.53,1232.35
Barley,Madhya Pradesh,Rabi,593.86,63770.39,51092.77,1969.47,16.58,3403.41,2021.15
Jowar,Maharashtra,Zaid,790.35,37403.24,28774.38,1647.95,21.83,1667.64,1318.02
Barley,Punjab,Kharif,707.6,41371.43,32078.68,1980.75,30.05,3475.29,2459.12
Cotton,Rajasthan,Zaid,474.42,40732.45,24845.83,709.81,18.86,763.06,362.01
Rice,Punjab,Rabi,856.37,41983.53,27919.3,588.53,15.0,2280.52,1952.97
Rice,Maharashtra,Kharif,560.6,36887.65,29598.73,394.59,18.1,2396.35,1343.39
Soybean,Gujarat,Kharif,241.18,40329.0,30012.29,1253.21,35.45,1763.94,425.43
Cotton,Rajasthan,Zaid,957.34,69755.14,57139.88,686.78,17.55,710.68,680.36
Cotton,Karnataka,Rabi,914.97,69405.13,59842.28,1996.23,21.12,1324.51,1211.89
Soybean,Karnataka,Kharif,177.21,20632.02,16942.9,1065.75,23.09,1630.98,289.03
Sunflower,Andhra Pradesh,Rabi,690.0,46106.04,28735.39,576.47,24.7,1143.9,789.29
Jowar,Rajasthan,Rabi,915.93,30274.36,19871.09,744.19,33.78,1207.18,1105.69
Sugarcane,Andhra Pradesh,Kharif,334.41,29984.55,22930.59,1527.15,39.83,71443.02,23891.26
